title,label
HN,Pyriform aperture stenosis 
HN,Pyriform sinus 
Misc,Python (programming language) 
Musculoskeletal,Q angle 
Chest,Q fever pneumonia 
Musculoskeletal,Quadrangular space 
Musculoskeletal,Quadrangular space syndrome 
Musculoskeletal,Quadratus femoris injection (technique) 
Musculoskeletal,Quadratus femoris muscle 
"Musculoskeletal,Spine",Quadratus lumborum muscle 
Musculoskeletal,Quadratus plantae muscle 
Musculoskeletal,Quadriceps fat pad 
Musculoskeletal,Quadriceps fat pad impingement syndrome 
"Trauma,Musculoskeletal",Quadriceps injury 
Musculoskeletal,Quadriceps muscles 
Musculoskeletal,Quadriceps tendinopathy 
Musculoskeletal,Quadriceps tendon 
Musculoskeletal,Quadriceps tendon rupture 
Cardiac,Quadricuspid aortic valve 
CNS,Quadrigeminal cistern 
CNS,Quadrigeminal cistern lipoma 
CNS,Quadrigeminal plate 
Chest,Quad sign 
Musculoskeletal,Quantitative computed tomography (bone) 
"Chest,Musculoskeletal",Quantitative computed tomography (overview) 
Chest,Quantitative computed tomography (thoracic imaging) 
Misc,Quantitative imaging biomarker 
Misc,Quantum noise 
Misc,Quenching 
Misc,Question checklist (multiple choice questions) 
CNS,Quick stroke protocol (MRI) 
Misc,Quiz mode 
CNS,Rabies encephalitis 
"Oncology,Paediatrics,Trauma,CNS,HN",Raccoon eyes sign (base of skull fracture) 
"Obstetrics,Paediatrics",Rachipagus 
"Obstetrics,Musculoskeletal,Spine",Rachischisis totalis 
"Musculoskeletal,Paediatrics",Rachitic rosary 
CNS,Racing car sign (callosal dysgenesis) 
Misc,RAD-AID 
Misc,Rad (CGS unit) 
"Musculoskeletal,Vascular",Radial artery 
CNS,Radial bands sign (tuberous sclerosis) 
Musculoskeletal,Radial beak 
Vascular,Radial collateral artery 
Musculoskeletal,Radial collateral ligament of the elbow 
Musculoskeletal,Radial collateral ligament of the wrist 
Musculoskeletal,Radial head 
"Paediatrics,Musculoskeletal,Trauma",Radial head dislocation 
"Musculoskeletal,Trauma",Radial head fractures 
Musculoskeletal,Radial height 
Musculoskeletal,Radial hemimelia 
Musculoskeletal,Radial inclination angle 
Vascular,Radialis indicis artery 
Musculoskeletal,Radial meniscal tear 
Musculoskeletal,Radial neck 
Musculoskeletal,Radial neck fracture 
Musculoskeletal,Radial nerve 
"Musculoskeletal,Interventional",Radial nerve block (ultrasound-guided) 
"Musculoskeletal,Paediatrics,Obstetrics",Radial ray anomaly 
Vascular,Radial recurrent artery 
"Breast,Oncology",Radial scar 
Musculoskeletal,Radial tunnel syndrome 
Vascular,Radial vein 
Urogenital,Radiation and chemotherapy induced cystitis 
HN,Radiation-associated lens opacities 
Gastrointestinal,Radiation colitis 
Misc,Radiation damage (skin injury) 
Misc,Radiation dose considerations in CT fluoroscopy 
"Paediatrics,Obstetrics",Radiation effects on embryonic and fetal development 
"Oncology,Breast",Radiation-induced breast cancer 
"Oncology,Breast",Radiation-induced breast changes 
Oncology,Radiation-induced carcinogenesis 
"CNS,Vascular,Oncology",Radiation-induced cerebral vasculopathy 
Gastrointestinal,Radiation-induced enteritis 
"CNS,Oncology",Radiation-induced glioma 
"Cardiac,Oncology",Radiation-induced heart disease 
"Oncology,Hepatobiliary",Radiation-induced liver disease 
"Chest,Oncology",Radiation-induced lung cancer 
Chest,Radiation-induced lung disease 
CNS,Radiation-induced meningiomas 
"Musculoskeletal,Spine",Radiation-induced MRI signal changes in bone marrow 
"Oncology,HN",Radiation-induced neuritis 
"Oncology,Gastrointestinal",Radiation-induced esophagitis 
Misc,Radiation induced organizing pneumonia 
"Chest,Oncology",Radiation-induced pulmonary fibrosis 
"Chest,Musculoskeletal",Radiation-induced rib fracture 
"Musculoskeletal,Oncology",Radiation-induced sarcoma 
"HN,Oncology",Radiation-induced thyroid cancer 
Misc,Radiation myelitis 
Chest,Radiation pneumonitis 
Misc,Radiation protection 
"Oncology,Chest",Radiation recall pneumonitis 
Misc,Radiation risk factor 
Misc,Radiation weighting factor 
Misc,Radicals 
Misc,Radioactivity 
Misc,Radioactivity units 
"Paediatrics,Musculoskeletal",Radiocapitellar line 
Musculoskeletal,Radiocarpal joint 
"Hepatobiliary,Oncology,Interventional",Radioembolization 
Interventional,Radiofrequency ablation 
Misc,Radiofrequency coils 
Misc,Radiofrequency receiver 
Misc,Radiofrequency shielding 
Misc,Radiofrequency transmitter 
Oncology,Radiogenomics 
Misc,Radiograph 
Misc,Radiographer abnormality detection system 
"Paediatrics,Musculoskeletal",Radiographic Atlas of Skeletal Development of the Hand and Wrist 
Misc,Radiographic contrast 
Misc,Radiographic distortion 
Musculoskeletal,Radiographic evaluation of anterior cruciate ligament reconstruction 
Misc,Radiographic features (article structure) 
Musculoskeletal,Radiographic features of a Charcot joint (mnemonic) 
Misc,Radiographic positioning terminology 
Misc,RadioGraphics 
Misc,Radiography curriculum 
Misc,Radioisotope spills 
Misc,Radiological anatomy 
Misc,Radiological image artifact 
"Oncology,Interventional,Gastrointestinal",Radiologically inserted gastrostomy (RIG) 
CNS,Radiologically isolated syndrome 
Misc,Radiological Society of North America 
Misc,Radiologist 
Misc,Radiology art 
Misc,Radiology for students (curriculum) 
Misc,Radiology informatics 
Misc,Radiology information  system 
Misc,Radiology (journal) 
Misc,Radiology report (article structure) 
Misc,Radiology training for chiropractic radiologists in the United States of America 
Misc,Radiology training in Australia and New Zealand 
Misc,Radiology training in Brazil 
Misc,Radiology training in Canada 
Misc,Radiology training in India 
Misc,Radiology training in Nigeria 
Misc,Radiology training in the Netherlands 
Misc,Radiology training in the Republic of Ireland 
Misc,Radiology training in the UK 
Misc,Radiology training in the United States of America 
HN,Radiolucent lesions of the mandible (differential) 
Urogenital,Radiolucent stones (mnemonic) 
Oncology,Radiomics 
Misc,Radiomics quality score 
CNS,Radionuclide cisternography 
CNS,Radionuclide shuntography 
Misc,Radiopaedia identification number (rID) 
Misc,Radiopaedia.org on your CV 
Misc,Radiopaedia.org Supporter 
Misc,Radiopharmaceuticals 
Musculoskeletal,Radioscaphocapitate ligament 
"Paediatrics,Oncology",Radiotherapy 
CNS,Radiotracers for SPECT brain imaging 
Musculoskeletal,Radius 
Misc,RadLex 
"Cardiac,Paediatrics",Raghib syndrome 
Chest,Railway track sign 
"Musculoskeletal,HN,Oncology",Raindrop skull 
Paediatrics,Raine syndrome 
CNS,Raised intracranial pressure 
Haematology,Rai staging system for chronic lymphoid leukemia 
Musculoskeletal,Ramp lesion (meniscus) 
CNS,Ramsay Hunt syndrome 
"Chest,Vascular",Ramus intermedius artery 
"Musculoskeletal,HN",Ranawat's line 
Urogenital,Randall's plaques 
Misc,Random forest (machine learning) 
Chest,Random pulmonary nodules 
Chest,Ranke complex (tuberculosis) 
CNS,RANO criteria for brain metastases (RANO-BM) 
"CNS,Oncology",RANO criteria for glioblastoma 
Gastrointestinal,Ranson criteria 
HN,Ranula 
Misc,RANZCR anatomy paper 1 
Misc,RANZCR anatomy paper 2 
Misc,RANZCR applied imaging technology paper 1 
Misc,RANZCR applied imaging technology paper 2 
Misc,RANZCR examination 
Misc,RANZCR part 1 examination 
Misc,RANZCR part 2 examination 
Misc,RANZCR part 2 written examinations 
Misc,RANZCR pathology MCQ exam 
Misc,RANZCR radiodiagnosis MCQ exam 
Misc,RANZCR radiodiagnosis written exam (e-Film reading) 
Misc,RANZCR viva examinations 
Musculoskeletal,RAPADILINO syndrome 
Musculoskeletal,Rapidly destructive osteoarthritis of the hip 
Chest,Rapidly progressive interstitial lung disease 
"Trauma,Cardiac,Chest,Interventional,Vascular",Rapid ultrasound in shock 
Gastrointestinal,Rapunzel syndrome 
"Chest,Vascular",Rasmussen aneurysm 
"Paediatrics,CNS",Rasmussen encephalitis 
"Cardiac,CNS,Chest,Gastrointestinal,HN,Musculoskeletal,Oncology,Paediatrics,Urogenital",RASopathy 
Misc,RAS protein subfamily 
"Cardiac,Vascular,Chest",Rastelli procedure 
Musculoskeletal,Rat bite erosions (gout) 
CNS,Rathke cleft cyst 
CNS,Rathke pouch 
Gastrointestinal,Rat-tail sign (esophagus) 
Chest,Ravitch procedure 
"CNS,Vascular",Raymond–Roy occlusion classification of intracranial aneurysms 
CNS,Raymond syndrome 
Misc,Raymond V Damadian 
"Vascular,Musculoskeletal",Raynaud phenomenon 
Misc,R (disambiguation) 
Musculoskeletal,Reaction to metal 
Musculoskeletal,Reactive arthritis 
"HN,Haematology",Reactive vs malignant lymph nodes (ultrasound features) 
CNS,REACT syndrome 
Misc,Recall bias 
Misc,Receiver operating characteristic curve 
HN,Recessus terminalis 
Oncology,RECIST 1.1: comparison with RECIST 1.0 
"CNS,Chest,HN,Urogenital,Gastrointestinal",Recreational drug use (radiological manifestations) 
"Gastrointestinal,Oncology",Rectal cancer 
Gastrointestinal,Rectal cancer protocol (MRI) 
"Oncology,Gastrointestinal",Rectal cancer response assessment 
"Gastrointestinal,Oncology",Rectal cancer (staging) 
Gastrointestinal,Rectal diverticulosis 
Gastrointestinal,Rectal foreign bodies 
Gastrointestinal,Rectal prolapse 
Gastrointestinal,Rectocele 
"Gastrointestinal,Paediatrics",Rectosigmoid ratio 
Urogenital,Rectouterine pouch 
"Gynaecology,Gastrointestinal",Rectovaginal fistula 
"Gastrointestinal,Urogenital",Rectovesical pouch 
Gastrointestinal,Rectum 
Musculoskeletal,Rectus abdominis muscle 
Musculoskeletal,Rectus femoris muscle 
"Trauma,Musculoskeletal",Rectus femoris muscle injury 
Musculoskeletal,Rectus sheath 
"Vascular,Musculoskeletal,Trauma",Rectus sheath hematoma 
Gastrointestinal,Rectus sheath hernia 
"Vascular,CNS",Recurrent artery of Heubner 
Breast,Recurrent breast cancer 
HN,Recurrent laryngeal nerve 
CNS,Recurrent meningeal nerve 
Misc,Recurrent neural network 
Hepatobiliary,Recurrent pyogenic cholangiohepatitis 
"Chest,Paediatrics",Recurrent respiratory papillomatosis 
"Musculoskeletal,Vascular",Recurrent tibial arteries 
Misc,Recursive filtration 
"Musculoskeletal,Spine",Red and yellow flags for guiding imaging of lower back pain 
Obstetrics,Redating pregnancy (ultrasound) 
Haematology,Red blood cells 
Musculoskeletal,Red flags of low back pain (mnemonic) 
Musculoskeletal,Red marrow depletion (differential) 
CNS,Red nucleus 
Misc,Reeder and Felson's Gamuts in Radiology 
Haematology,Reed-Sternberg cells 
Chest,Re-expansion pulmonary edema 
Misc,References 
Misc,Reflection 
Gastrointestinal,Reflux management systems 
Misc,Refraction 
Misc,Refraction artifact 
Gastrointestinal,Refractory celiac disease 
Hepatobiliary,Regenerative liver nodule 
Musculoskeletal,Regional osteopenia 
Misc,Regularisation (Regularization) 
Cardiac,Regurgitant volume and regurgitant fraction 
Chest,Reid index 
Misc,Reinforcement learning (machine learning) 
"Chest,Musculoskeletal",Relapsing polychondritis 
Misc,Related articles (cases) 
Misc,Related articles (multiple choice questions) 
Misc,Relaxation 
CNS,Relaxometry 
Interventional,Remasking 
Musculoskeletal,Remitting seronegative symmetrical synovitis with pitting edema 
CNS,Remote cerebellar hemorrhage 
Misc,Rem (unit) 
Urogenital,Renal abscess 
Urogenital,Renal adenoma 
"Urogenital,Paediatrics,Obstetrics",Renal agenesis 
Urogenital,Renal allograft compartment syndrome 
Urogenital,Renal amyloidosis 
Urogenital,Renal angiomyolipoma 
Urogenital,Renal antibioma 
"Urogenital,Vascular",Renal arterial cut-off sign 
"Urogenital,Vascular",Renal arterial resistive index 
"Interventional,Urogenital,Vascular",Renal arteriovenous fistula 
"Urogenital,Vascular",Renal arteriovenous malformation 
"Vascular,Urogenital",Renal artery 
"Urogenital,Vascular",Renal artery aneurysm 
"Vascular,Urogenital",Renal artery dissection 
"Vascular,Urogenital",Renal artery occlusion (acute) 
"Urogenital,Vascular",Renal artery pseudoaneurysm 
"Vascular,Urogenital",Renal artery stenosis 
Urogenital,Renal atrophy 
"Urogenital,Oncology",Renal cell carcinoma 
"Urogenital,Oncology",Renal cell carcinoma (TNM staging) 
Urogenital,Renal colic 
"CNS,Urogenital",Renal coloboma syndrome 
Urogenital,Renal cortical defect 
Urogenital,Renal cortical necrosis 
Urogenital,Renal cyst 
"Gastrointestinal,Urogenital,Paediatrics",Renal cysts and diabetes syndrome 
"Obstetrics,Urogenital",Renal dysgenesis 
Urogenital,Renal emphysema 
Urogenital,Renal epithelial cyst 
Urogenital,Renal forniceal rupture 
Urogenital,Renal hemosiderosis 
Urogenital,Renal hilar lip 
Urogenital,Renal hydatid infection 
Urogenital,Renal hypoplasia 
Urogenital,Renal imaging in nuclear medicine 
"Urogenital,Vascular",Renal infarction 
Urogenital,Renal intraparenchymal acceleration time 
Oncology,Renal leiomyoma 
Urogenital,Renal lymphangiectasia 
"Oncology,Urogenital,Haematology",Renal lymphoma 
Urogenital,Renal mass 
Urogenital,Renal medullary carcinoma 
Urogenital,Renal milk of calcium cysts 
"Oncology,Urogenital",RENAL nephrometry scoring system 
"Urogenital,Oncology",Renal oncocytoma 
Urogenital,Renal oncocytosis 
"Musculoskeletal,Urogenital,Oncology",Renal osteodystrophy 
Urogenital,Renal papillary adenoma 
Urogenital,Renal papillary necrosis 
Urogenital,Renal papillary necrosis (mnemonic) 
Urogenital,Renal pelvis 
Urogenital,Renal pseudotumor 
Urogenital,Renal replacement lipomatosis 
"Urogenital,Paediatrics",Renal replacement therapy 
Urogenital,Renal sinus 
Urogenital,Renal sinus cyst 
Urogenital,Renal sinus lipomatosis 
"Urogenital,Interventional,Vascular",Renal sympathetic denervation 
Urogenital,Renal tract calculi (summary) 
Urogenital,Renal transplant 
Urogenital,Renal transplant rejection 
"Musculoskeletal,Urogenital",Renal transplant related complications 
Trauma,Renal transplant scintigraphy 
Urogenital,Renal transplant torsion 
Urogenital,Renal transplant ultrasound 
"Urogenital,Trauma,Forensic",Renal trauma 
Urogenital,Renal tuberculosis 
Urogenital,Renal tubular acidosis 
Urogenital,Renal tubular ectasia 
"Urogenital,Paediatrics",Renal tumors 
"Vascular,Urogenital,Trauma",Renal vascular pedicle injury 
"Vascular,Urogenital",Renal vein 
"Urogenital,Vascular",Renal vein anomalies 
"Vascular,Urogenital",Renal vein thrombosis 
"Urogenital,Vascular",Renal vein varices 
Misc,Rendezvous procedure 
"Urogenital,Vascular",Renovascular hypertension 
Chest,Reperfusion pulmonary edema 
Misc,Repetition time 
"Gastrointestinal,Paediatrics",Replogle tube 
Oncology,Reporting and Data Systems (disambiguation) 
Vascular,Reporting tips for aortic aneurysms 
Misc,Reproduction of classification systems 
"Oncology,Breast",Residual breast cancer 
HN,Residual cyst of the mandible 
Vascular,Resistive index (vascular ultrasound) 
Misc,Resonance and radiofrequency 
Chest,Resorptive (obstructive) atelectasis 
Chest,Respiratory bronchiole 
Chest,Respiratory bronchiolitis 
Chest,Respiratory bronchiolitis-interstitial lung disease 
CNS,Respiratory chain metabolic toxins 
"Chest,Paediatrics",Respiratory distress syndrome 
Chest,Respiratory failure 
"Chest,HN",Respiratory tract 
Oncology,Response evaluation criteria in solid tumors 
Cardiac,Restrictive cardiomyopathy 
Chest,Restrictive lung disease 
"Interventional,Trauma",Resuscitative endovascular balloon occlusion of the aorta 
Gastrointestinal,Retained barium in appendix 
Hepatobiliary,Retained gallstone 
"Obstetrics,Gynaecology",Retained products of conception 
Chest,Reticular and linear pulmonary opacification 
Chest,Reticular interstitial pattern 
Misc,Reticuloendothelial MRI contrast agents 
"Haematology,Hepatobiliary",Reticuloendothelial system 
Chest,Reticulonodular interstitial pattern 
HN,Retina 
"Trauma,CNS,HN",Retinal detachment 
"CNS,Vascular",Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations 
"Paediatrics,HN",Retinoblastoma 
"HN,CNS",Retinoblastoma (staging) 
"HN,Paediatrics",Retinopathy of prematurity 
Gastrointestinal,Retractor injury 
Cardiac,Retroaortic coronary course 
"Vascular,Chest",Retro-aortic left brachiocephalic vein 
"Urogenital,Vascular,Interventional",Retroaortic left renal vein 
"Trauma,HN",Retrobulbar hemorrhage 
HN,Retrobullar recess 
Musculoskeletal,Retrocalcaneal bursa 
Musculoskeletal,Retrocalcaneal bursitis 
Chest,Retrocardiac sail sign 
Chest,Retrocaval thymus 
"HN,Trauma",Retroclival hematoma 
"Chest,Musculoskeletal",Retrocrural space 
"HN,Musculoskeletal",Retrodiscal zone 
"HN,Spine,Musculoskeletal",Retrodural space of Okada 
Urogenital,Retrograde pyelography 
"Trauma,Musculoskeletal,Spine",Retrolisthesis 
"Vascular,HN",Retromandibular vein 
HN,Retromolar trigone 
"Spine,HN,Musculoskeletal",Retro-odontoid pseudotumor 
"Musculoskeletal,Vascular",Retropectoralis minor space 
Gastrointestinal,Retroperitoneal fasciitis 
"Vascular,Musculoskeletal,Urogenital",Retroperitoneal fibrosis 
Musculoskeletal,Retroperitoneal hemangioma 
"Urogenital,Vascular,Trauma",Retroperitoneal hemorrhage 
Gastrointestinal,Retroperitoneal hydatid infection 
Oncology,Retroperitoneal leiomyosarcoma 
Gastrointestinal,Retroperitoneal liposarcoma 
Vascular,Retroperitoneal lymphatic malformation 
Gastrointestinal,Retroperitoneal organs (mnemonic) 
Gastrointestinal,Retroperitoneum 
HN,Retropharyngeal abscess 
HN,Retropharyngeal lymph nodes 
HN,Retropharyngeal space 
Obstetrics,Retroplacental abruption 
Obstetrics,Retroplacental complex 
Obstetrics,Retroplacental hemorrhage 
Urogenital,Retropubic space 
"Spine,Musculoskeletal",Retropulsed fragment 
Gastrointestinal,Retrorectal developmental cysts 
Haematology,Retrorenal spleen 
"HN,CNS",Retrosigmoid craniotomy 
Misc,Retrospective study 
Chest,Retrosternal airspace 
Chest,Retrotracheal space 
Musculoskeletal,Retrotrochlear eminence 
CNS,Retrotympanic vascular masses 
HN,Retrotympanum 
Gynaecology,Retroverted uterus 
"CNS,Musculoskeletal",Rett syndrome 
Misc,Re-use of content from open access journals 
Misc,Reuse of content from user's prior publications 
Misc,Reverberation artifact 
Obstetrics,Reversal of umbilical arterial end diastolic flow 
"Musculoskeletal,Trauma",Reverse Bankart lesion 
"Musculoskeletal,Trauma",Reverse Barton fracture 
Chest,Reverse bat wing pulmonary opacities 
"Trauma,Musculoskeletal",Reverse Bennett fracture-dislocation 
Breast,Reversed CC view 
Chest,Reversed halo sign (lungs) 
"Vascular,Chest,Gastrointestinal",Reverse figure 3 sign (esophagus) 
"Musculoskeletal,Trauma",Reverse Hill-Sachs lesion 
Urogenital,Reverse rim sign (kidney) 
"Musculoskeletal,Trauma",Reverse Segond fracture 
Hepatobiliary,Reverse target sign (cirrhotic nodules) 
Musculoskeletal,Reverse total shoulder arthroplasty 
"Vascular,CNS",Reversible cerebral vasoconstriction syndrome 
Misc,Review area 
Chest,Review areas on chest radiograph 
